Pair,Executor,Dir,Size,Entry,Close,StopLoss,TakeProfit,PnL,Reason,Duration,Status,CloseTime
BTC/USDT,Smart,Buy,0.00631,75895.91,75212.00,75135.07,77411.89,-4.32,Manual,19h 54m,Closed,27 May 3:29 PM
XRP/USDT,Smart,Sell,358,1.3367,1.3260,1.3435,1.3234,3.83,Manual,5h 17m,Closed,27 May 2:11 PM
ETH/USDT,Smart,Buy,0.2318,2067.61,2089.50,2057.26,2088.28,5.07,TP,3h 35m,Closed,27 May 10:23 AM
XRP/USDT,Smart,Buy,362,1.3243,1.3362,1.3165,1.3363,4.31,TP,2h 7m,Closed,27 May 8:46 AM
BNB/USDT,Smart,Sell,0.736,651.05,654.28,654.26,644.49,-2.38,SL,26m,Closed,27 May 6:59 AM
DOGE/USDT,Smart,Buy,4739,0.101150,0.100360,0.100341,0.102768,-3.74,SL,8h 31m,Closed,27 May 6:31 AM
XRP/USDT,Smart,Sell,354,1.3502,1.3239,1.3646,1.3241,9.31,TP,13h 36m,Closed,27 May 6:19 AM
BNB/USDT,Smart,Sell,0.726,660.12,653.51,663.42,653.52,4.80,TP,12h 38m,Closed,27 May 6:14 AM
DOGE/USDT,Smart,Sell,4424,0.100960,0.101410,0.101445,0.099931,-1.99,SL,44m,Closed,26 May 8:23 PM
BTC/USDT,Smart,Buy,0.00628,76284.01,75906.94,75877.08,77020.95,-2.37,SL,12m,Closed,26 May 7:33 PM
DOGE/USDT,Smart,Sell,4424,0.102630,0.100460,0.103687,0.100607,9.60,TP,2h 50m,Closed,26 May 7:30 PM
BTC/USDT,Smart,Buy,0.00625,76696.72,76369.02,76313.24,77463.69,-2.05,SL,41m,Closed,26 May 7:19 PM
BTC/USDT,Smart,Buy,0.00622,77004.01,76252.84,76237.92,78548.16,-4.67,SL,3h 48m,Closed,26 May 6:13 PM
BTC/USDT,Smart,Sell,0.00617,77590.14,76402.33,78204.17,76342.16,7.33,TP,23h 47m,Closed,26 May 5:52 PM
BNB/USDT,Smart,Sell,0.718,666.73,660.65,670.41,660.40,4.37,TP,1h 7m,Closed,26 May 5:31 PM
XRP/USDT,Smart,Sell,351,1.3654,1.3508,1.3709,1.3505,5.12,TP,15m,Closed,26 May 4:42 PM
DOGE/USDT,Smart,Sell,4424,0.103640,0.102640,0.104219,0.102663,4.42,TP,12m,Closed,26 May 4:39 PM
DOGE/USDT,Smart,Sell,4424,0.102820,0.103650,0.103653,0.101185,-3.67,SL,1h 25m,Closed,26 May 4:27 PM
XRP/USDT,Smart,Sell,352,1.3583,1.3655,1.3652,1.3448,-2.53,SL,10m,Closed,26 May 4:26 PM
BNB/USDT,Smart,Sell,0.722,663.52,666.63,666.72,656.77,-2.25,SL,22m,Closed,26 May 4:23 PM
XRP/USDT,Smart,Sell,356,1.3458,1.3594,1.3600,1.3196,-4.84,SL,8h 38m,Closed,26 May 3:50 PM
BNB/USDT,Smart,Sell,0.724,661.12,664.51,664.81,654.89,-2.45,SL,3h 22m,Closed,26 May 3:50 PM
DOGE/USDT,Smart,Sell,4424,0.102320,0.102830,0.102822,0.101287,-2.26,SL,2h 14m,Closed,26 May 3:01 PM
DOGE/USDT,Smart,Sell,4424,0.101290,0.102270,0.102303,0.099264,-4.34,SL,6h 4m,Closed,26 May 12:30 PM
BNB/USDT,Smart,Sell,0.729,657.35,661.13,660.70,650.84,-2.76,SL,8h 36m,Closed,26 May 12:27 PM
ETH/USDT,Smart,Buy,0.2294,2090.13,2109.41,2079.51,2110.86,4.42,TP,8h 46m,Closed,26 May 12:21 PM
XRP/USDT,Smart,Sell,357,1.3398,1.3459,1.3465,1.3264,-2.18,SL,1h 25m,Closed,26 May 7:11 AM
DOGE/USDT,Smart,Sell,4424,0.100770,0.101280,0.101284,0.099772,-2.26,SL,2h 13m,Closed,26 May 6:26 AM
XRP/USDT,Smart,Sell,352,1.3585,1.3361,1.3726,1.3318,7.88,Manual,21h 51m,Closed,26 May 5:28 AM
BNB/USDT,Smart,Sell,0.723,662.28,656.49,665.86,655.92,4.19,TP,3h 16m,Closed,26 May 3:43 AM
BTC/USDT,Smart,Buy,0.0062,77307.01,76849.69,76920.47,78080.07,-2.84,SL,2h 17m,Closed,26 May 2:44 AM
ETH/USDT,Smart,Buy,0.227,2111.56,2095.57,2101.00,2132.68,-3.63,SL,2h 17m,Closed,26 May 2:44 AM
ADA/USDT,Smart,Buy,1948,0.2460,0.2440,0.2438,0.2497,-3.90,SL,5h 59m,Closed,26 May 12:04 AM
XRP/USDT,Smart,Buy,352,1.3603,1.3545,1.3533,1.3738,-2.04,SL,1h 54m,Closed,25 May 10:39 PM
SOL/USDT,Smart,Buy,5.56,86.19,85.85,85.82,87.11,-1.89,SL,2h 57m,Closed,25 May 9:02 PM
ETH/USDT,Smart,Buy,0.2241,2140.73,2129.49,2128.41,2160.50,-2.52,SL,1h 5m,Closed,25 May 7:56 PM
DOGE/USDT,Smart,Sell,4424,0.102880,0.103770,0.103693,0.101224,-3.94,SL,11h 32m,Closed,25 May 6:50 PM
BTC/USDT,Smart,Buy,0.00626,76492.01,77752.03,75888.00,77724.00,7.89,TP,23h 37m,Closed,25 May 4:47 PM
ADA/USDT,Smart,Buy,1972,0.2434,0.2451,0.2416,0.2452,3.35,TP,3h 26m,Closed,25 May 10:45 AM
BNB/USDT,Smart,Sell,0.727,659.14,662.11,662.04,652.16,-2.16,SL,7h 30m,Closed,25 May 10:05 AM
BTC/USDT,Smart,Sell,0.00621,77139.11,77476.02,77480.61,76324.18,-2.09,SL,3h 0m,Closed,25 May 7:37 AM
XRP/USDT,Smart,Sell,354,1.3513,1.3584,1.3590,1.3387,-2.51,SL,4h 17m,Closed,25 May 7:19 AM
SOL/USDT,Smart,Buy,5.67,84.49,86.11,83.59,86.12,9.19,TP,7h 44m,Closed,25 May 7:18 AM
BTC/USDT,Smart,Sell,0.00623,76880.91,77310.00,77315.17,76161.21,-2.67,SL,3h 48m,Closed,25 May 4:06 AM
BNB/USDT,Smart,Sell,0.731,655.43,658.85,658.96,649.12,-2.50,SL,1h 51m,Closed,25 May 2:10 AM
DOGE/USDT,Smart,Buy,4751,0.100940,0.102480,0.100093,0.102514,7.32,TP,2h 34m,Closed,25 May 2:09 AM
DOGE/USDT,Smart,Sell,4750,0.100920,0.101930,0.101939,0.098911,-4.80,SL,34m,Closed,25 May 12:11 AM
XRP/USDT,Smart,Sell,358,1.3354,1.3461,1.3464,1.3143,-3.83,SL,30m,Closed,25 May 12:06 AM
XRP/USDT,Smart,Sell,355,1.3496,1.3355,1.3564,1.3362,5.00,TP,5h 53m,Closed,24 May 11:35 PM
DOGE/USDT,Smart,Buy,4724,0.101500,0.101110,0.100983,0.102505,-1.84,Manual,5m,Closed,24 May 11:35 PM
ETH/USDT,Smart,Buy,0.2285,2096.10,2084.67,2085.46,2116.90,-2.61,SL,5h 57m,Closed,24 May 11:34 PM
ADA/USDT,Smart,Buy,1973,0.2429,0.2403,0.2403,0.2476,-5.13,SL,6h 23m,Closed,24 May 11:33 PM
SOL/USDT,Smart,Buy,5.61,85.33,84.67,84.81,86.09,-3.70,SL,5h 35m,Closed,24 May 10:48 PM
BNB/USDT,Smart,Sell,0.727,659.46,654.05,663.09,653.19,3.93,Manual,16h 57m,Closed,24 May 4:17 PM
BTC/USDT,Smart,Buy,0.00624,76792.00,76430.13,76363.36,77514.57,-2.26,SL,16h 42m,Closed,24 May 4:16 PM
ETH/USDT,Smart,Buy,0.2265,2116.65,2106.47,2106.03,2137.78,-2.31,SL,15h 8m,Closed,24 May 3:56 PM
XRP/USDT,Smart,Sell,352,1.3575,1.3668,1.3668,1.3464,-3.27,SL,11h 49m,Closed,24 May 12:19 AM
SOL/USDT,Smart,Buy,5.58,85.85,86.67,85.38,86.66,4.58,TP,8h 5m,Closed,24 May 9:03 AM
SOL/USDT,Smart,Buy,5.49,87.29,86.37,86.37,88.98,-5.05,SL,27m,Closed,23 May 11:30 PM
ADA/USDT,Smart,Buy,1916,0.2503,0.2481,0.2482,0.2542,-4.22,SL,26m,Closed,23 May 11:29 PM
DOGE/USDT,Smart,Buy,4593,0.104360,0.103940,0.103958,0.105525,-1.93,SL,25m,Closed,23 May 11:29 PM
XRP/USDT,Smart,Sell,348,1.3747,1.3653,1.3818,1.3612,3.27,Manual,18m,Closed,23 May 11:21 PM
DOGE/USDT,Smart,Buy,4571,0.104820,0.104330,0.104346,0.105919,-2.24,SL,1m,Closed,23 May 11:03 PM
BTC/USDT,Smart,Buy,0.00633,75624.18,77104.15,74867.94,77136.66,9.37,TP,5h 45m,Closed,23 May 10:57 PM
ADA/USDT,Smart,Buy,1967,0.2437,0.2482,0.2413,0.2486,8.94,Manual,5h 29m,Closed,23 May 10:41 PM
XRP/USDT,Smart,Sell,357,1.3413,1.3540,1.3548,1.3146,-4.53,SL,5h 26m,Closed,23 May 10:37 PM
SOL/USDT,Smart,Buy,5.7,83.98,85.55,83.14,85.66,8.95,Manual,5h 8m,Closed,23 May 10:37 PM
BTC/USDT,Smart,Sell,0.00635,75499.61,75900.61,75852.77,74720.64,-2.55,SL,1h 46m,Closed,23 May 8:20 PM
DOGE/USDT,Smart,Buy,4717,0.101640,0.100830,0.100817,0.103256,-3.82,SL,1h 14m,Closed,23 May 6:25 PM
SOL/USDT,Smart,Buy,5.67,84.42,84.00,84.01,85.27,-2.38,SL,17m,Closed,23 May 5:28 PM
BTC/USDT,Smart,Sell,0.00634,75581.09,74508.28,76175.51,74361.80,6.80,Manual,8h 5m,Closed,23 May 9:51 AM
XRP/USDT,Smart,Sell,1050.3,1.3547,1.3246,1.3440,1.3236,31.65,TP,16h 58m,Closed,23 May 9:50 AM
ADA/USDT,Smart,Buy,1974,0.2428,0.2409,0.2409,0.2467,-3.75,SL,8h 0m,Closed,23 May 9:46 AM
BNB/USDT,Smart,Sell,0.734,653.52,647.27,656.52,646.72,4.59,TP,11h 12m,Closed,23 May 9:31 AM
BTC/USDT,Smart,Buy,0.00634,75585.61,75284.89,75211.55,76345.40,-1.91,SL,3h 2m,Closed,23 May 9:23 AM
DOGE/USDT,Smart,Sell,4424,0.101090,0.101900,0.101899,0.099473,-3.58,SL,2h 52m,Closed,23 May 5:31 AM
DOGE/USDT,Smart,Sell,4424,0.102170,0.101150,0.104237,0.101141,4.51,TP,50m,Closed,23 May 2:38 AM
BTC/USDT,Agent,Buy,0.00249,77000.01,75456.54,75450.59,80070.02,-3.84,SL,74h 17m,Closed,23 May 2:15 AM
DOGE/USDT,Smart,Sell,4424,0.102220,0.102310,0.103111,0.100048,-0.40,Manual,1m,Closed,23 May 1:47 AM
DOGE/USDT,Smart,Buy,4645,0.103290,0.102210,0.102374,0.104851,-5.02,SL,4h 6m,Closed,23 May 1:45 AM
ADA/USDT,Smart,Buy,1960,0.2449,0.2433,0.2433,0.2469,-3.14,SL,3h 47m,Closed,23 May 1:45 AM
SOL/USDT,Smart,Buy,5.64,85.01,84.39,84.56,85.83,-3.50,SL,2h 45m,Closed,23 May 1:45 AM
DOGE/USDT,Smart,Buy,6439,0.103786,0.103360,0.103226,0.106354,-2.74,Manual,51m,Closed,22 May 9:38 PM
SOL/USDT,Smart,Buy,5.63,85.22,84.50,84.55,85.82,-4.05,SL,18m,Closed,22 May 9:32 PM
ETH/USDT,Agent,Buy,0.0907,2117.70,2066.67,2071.66,2198.49,-4.63,SL,69h 34m,Closed,22 May 9:32 PM
ETH/USDT,Smart,Sell,0.2256,2126.04,2066.50,2146.29,2082.54,13.43,TP,24h 36m,Closed,22 May 9:31 PM
BTC/USDT,Smart,Sell,0.00623,76932.84,76562.41,77317.51,76163.52,2.31,Manual,5h 12m,Closed,22 May 9:31 PM
ADA/USDT,Agent,Buy,769,0.2498,0.2451,0.2465,0.2555,-3.61,SL,2h 53m,Closed,22 May 8:52 PM
DOGE/USDT,Smart,Buy,33667,0.105953,0.103780,0.104653,0.107824,-73.14,SL,22h 6m,Closed,22 May 8:47 PM
SOL/USDT,Agent,Buy,2.21,86.66,84.90,85.36,89.26,-3.89,SL,39h 56m,Closed,22 May 8:47 PM
SOL/USDT,Smart,Sell,5.46,87.69,86.38,88.40,86.30,7.15,TP,5h 39m,Closed,22 May 8:31 PM
ADA/USDT,Agent,Buy,760,0.2535,0.2489,0.2487,0.2600,-3.50,SL,2h 39m,Closed,22 May 5:27 PM
XRP/USDT,Smart,Sell,351,1.3638,1.3511,1.3708,1.3504,4.46,TP,7h 48m,Closed,22 May 4:24 PM
BTC/USDT,Smart,Sell,0.00616,77748.77,76950.18,78101.12,76935.43,4.92,TP,17h 43m,Closed,22 May 4:18 PM
ADA/USDT,Agent,Buy,775,0.2473,0.2534,0.2444,0.2533,4.73,TP,57h 44m,Closed,22 May 2:48 PM
DOGE/USDT,Smart,Sell,4424,0.105950,0.106620,0.106500,0.104910,-2.96,SL,15h 36m,Closed,22 May 2:12 PM
XRP/USDT,Smart,Buy,349,1.3715,1.3640,1.3644,1.3850,-2.62,SL,4h 6m,Closed,22 May 8:35 AM
BNB/USDT,Smart,Sell,0.729,656.81,660.16,660.08,650.23,-2.44,SL,40m,Closed,22 May 4:15 AM
